venue,batting_team,bowler,innings,avg_wickets_20,avg_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Feroz Shah Kotla,Deccan Chargers,S Nadeem,42,2,,,,
Feroz Shah Kotla,Deccan Chargers,TM Dilshan,6,0,,,,
Feroz Shah Kotla,Deccan Chargers,UT Yadav,46,2,2,1,1,1
Feroz Shah Kotla,Deccan Chargers,Y Nagar,6,0,,,,
Feroz Shah Kotla,Delhi Capitals,A Kumble,24,1,16,0,0,0
Feroz Shah Kotla,Delhi Capitals,A Mishra,116,1,,,,
Feroz Shah Kotla,Delhi Capitals,A Mithun,49,1.5,13,1,1,1
Feroz Shah Kotla,Delhi Capitals,A Nehra,94,0.5,11,0.5,0,1
Feroz Shah Kotla,Delhi Capitals,A Nel,36,1,12,1,1,1
Feroz Shah Kotla,Delhi Capitals,A Singh,25,2,11,0,0,0
Feroz Shah Kotla,Delhi Capitals,A Symonds,24,0,2,0,0,0
Feroz Shah Kotla,Delhi Capitals,A Zampa,25,1,,,,
Feroz Shah Kotla,Delhi Capitals,AA Chavan,25,1,13,1,1,1
Feroz Shah Kotla,Delhi Capitals,AB Agarkar,13,0,,,,
Feroz Shah Kotla,Delhi Capitals,AB Dinda,26,1,21,1,1,1
Feroz Shah Kotla,Delhi Capitals,AC Thomas,66,1.5,12,0.5,0,1
Feroz Shah Kotla,Delhi Capitals,AC Voges,7,0,9,0,0,0
Feroz Shah Kotla,Delhi Capitals,AD Mathews,38,0,20,0,0,0
Feroz Shah Kotla,Delhi Capitals,AD Russell,42,2,12.5,1,0,2
Feroz Shah Kotla,Delhi Capitals,AG Murtaza,25,3,10,1,1,1
Feroz Shah Kotla,Delhi Capitals,AM Nayar,12,1,,,,
Feroz Shah Kotla,Delhi Capitals,AR Patel,121,0.75,7,0,0,0
Feroz Shah Kotla,Delhi Capitals,Anand Rajan,25,1,1,0,0,0
Feroz Shah Kotla,Delhi Capitals,Ankit Sharma,28,0,,,,
Feroz Shah Kotla,Delhi Capitals,Ankit Soni,24,0,,,,
Feroz Shah Kotla,Delhi Capitals,Anureet Singh,42,0,11,0,0,0
Feroz Shah Kotla,Delhi Capitals,Avesh Khan,48,1,6,1,1,1
Feroz Shah Kotla,Delhi Capitals,Azhar Mahmood,50,0,14,0,0,0
Feroz Shah Kotla,Delhi Capitals,B Kumar,72,1,15,0,0,0
Feroz Shah Kotla,Delhi Capitals,B Lee,79,1.5,13,0,0,0
Feroz Shah Kotla,Delhi Capitals,BA Bhatt,12,1,,,,
Feroz Shah Kotla,Delhi Capitals,BA Stokes,27,2,14,0,0,0
Feroz Shah Kotla,Delhi Capitals,BE Hendricks,24,3,23,0,0,0
Feroz Shah Kotla,Delhi Capitals,BW Hilfenhaus,25,1,17,0,0,0
Feroz Shah Kotla,Delhi Capitals,Basil Thampi,54,1,20,0,0,0
Feroz Shah Kotla,Delhi Capitals,C de Grandhomme,6,0,,,,
Feroz Shah Kotla,Delhi Capitals,CH Gayle,48,0.333333333,16,1,1,1
Feroz Shah Kotla,Delhi Capitals,CH Morris,52,1.5,9,0.5,0,1
Feroz Shah Kotla,Delhi Capitals,CK Kapugedera,6,0,,,,
Feroz Shah Kotla,Delhi Capitals,CK Langeveldt,19,2,23,1,1,1
Feroz Shah Kotla,Delhi Capitals,CL White,7,0,,,,
Feroz Shah Kotla,Delhi Capitals,CR Woakes,24,1,9,0,0,0
Feroz Shah Kotla,Delhi Capitals,D Salunkhe,14,0,,,,
Feroz Shah Kotla,Delhi Capitals,D Wiese,21,3,4,1,1,1
Feroz Shah Kotla,Delhi Capitals,DE Bollinger,24,0,18,0,0,0
Feroz Shah Kotla,Delhi Capitals,DJ Bravo,104,1,6,0,0,0
Feroz Shah Kotla,Delhi Capitals,DJ Hooda,27,0,5,0,0,0
Feroz Shah Kotla,Delhi Capitals,DJ Hussey,54,0.333333333,6,0,0,0
Feroz Shah Kotla,Delhi Capitals,DL Vettori,25,2,,,,
Feroz Shah Kotla,Delhi Capitals,DP Vijaykumar,24,1,15,1,1,1
Feroz Shah Kotla,Delhi Capitals,DR Smith,106,0.4,,,,
Feroz Shah Kotla,Delhi Capitals,DS Kulkarni,108,0.75,10.5,0.75,0,3
Feroz Shah Kotla,Delhi Capitals,DT Christian,112,1.666666667,14.5,1,1,1
Feroz Shah Kotla,Delhi Capitals,DW Steyn,173,1.6,10.8,0.8,0,1
Feroz Shah Kotla,Delhi Capitals,GB Hogg,48,0.5,,,,
Feroz Shah Kotla,Delhi Capitals,GJ Maxwell,20,0,,,,
Feroz Shah Kotla,Delhi Capitals,HH Pandya,30,0.333333333,,,,
Feroz Shah Kotla,Delhi Capitals,HV Patel,116,1.333333333,7.666666667,0,0,0
Feroz Shah Kotla,Delhi Capitals,Harbhajan Singh,201,1.142857143,7.666666667,0.333333333,0,1
Feroz Shah Kotla,Delhi Capitals,Harmeet Singh,162,1.75,9.333333333,1,0,2
Feroz Shah Kotla,Delhi Capitals,I Sharma,35,1.5,16,1.5,1,2
Feroz Shah Kotla,Delhi Capitals,IC Pandey,18,0,26,0,0,0
Feroz Shah Kotla,Delhi Capitals,IK Pathan,55,1,14,0.5,0,1
Feroz Shah Kotla,Delhi Capitals,Iqbal Abdulla,75,2,7,0,0,0
Feroz Shah Kotla,Delhi Capitals,J Syed Mohammad,26,0,,,,
Feroz Shah Kotla,Delhi Capitals,J Theron,12,1,,,,
Feroz Shah Kotla,Delhi Capitals,JA Morkel,107,0.75,17,0.25,0,1
Feroz Shah Kotla,Delhi Capitals,JD Ryder,12,0,,,,
Feroz Shah Kotla,Delhi Capitals,JD Unadkat,122,3,6,1.333333333,0,2
Feroz Shah Kotla,Delhi Capitals,JEC Franklin,6,0,,,,
Feroz Shah Kotla,Delhi Capitals,JH Kallis,114,1.2,8.666666667,1,0,2
Feroz Shah Kotla,Delhi Capitals,JJ Bumrah,104,0.5,13,0.25,0,1
Feroz Shah Kotla,Delhi Capitals,JM Kemp,6,0,,,,
Feroz Shah Kotla,Delhi Capitals,JO Holder,25,0,18,0,0,0
Feroz Shah Kotla,Delhi Capitals,JP Duminy,36,0,,,,
Feroz Shah Kotla,Delhi Capitals,JP Faulkner,117,0.8,5.666666667,0.666666667,0,1
Feroz Shah Kotla,Delhi Capitals,JR Hopes,6,2,,,,
Feroz Shah Kotla,Delhi Capitals,Joginder Sharma,25,1,23,0,0,0
Feroz Shah Kotla,Delhi Capitals,KA Pollard,107,0.166666667,7,0,0,0
Feroz Shah Kotla,Delhi Capitals,KC Cariappa,19,1,,,,
Feroz Shah Kotla,Delhi Capitals,KH Pandya,25,0,6,0,0,0
Feroz Shah Kotla,Delhi Capitals,KK Cooper,77,1.5,7,0,0,0
Feroz Shah Kotla,Delhi Capitals,KP Appanna,24,2,,,,
Feroz Shah Kotla,Delhi Capitals,KP Pietersen,6,0,,,,
Feroz Shah Kotla,Delhi Capitals,KV Sharma,65,1.5,14,0,0,0
Feroz Shah Kotla,Delhi Capitals,KW Richardson,25,1,7,0,0,0
Feroz Shah Kotla,Delhi Capitals,Kuldeep Yadav,18,0,9,0,0,0
Feroz Shah Kotla,Delhi Capitals,L Ablish,14,2,12,1,1,1
Feroz Shah Kotla,Delhi Capitals,L Balaji,90,2,14.5,1,1,1
Feroz Shah Kotla,Delhi Capitals,M Ashwin,18,0,,,,
Feroz Shah Kotla,Delhi Capitals,M Kartik,110,0.333333333,13,0,0,0
Feroz Shah Kotla,Delhi Capitals,M Morkel,26,2,12,1,1,1
Feroz Shah Kotla,Delhi Capitals,M Muralitharan,103,1,,,,
Feroz Shah Kotla,Delhi Capitals,MA Starc,25,3,9,1,1,1
Feroz Shah Kotla,Delhi Capitals,MC Henriques,70,1,13.33333333,0,0,0
Feroz Shah Kotla,Delhi Capitals,MG Johnson,36,0,11,0,0,0
Feroz Shah Kotla,Delhi Capitals,MJ McClenaghan,78,1.666666667,15,1,1,1
Feroz Shah Kotla,Delhi Capitals,MM Patel,102,0,20,0,0,0
Feroz Shah Kotla,Delhi Capitals,MM Sharma,115,1.5,8.25,1.25,0,3
Feroz Shah Kotla,Delhi Capitals,MR Marsh,39,1,9,1,1,1
Feroz Shah Kotla,Delhi Capitals,MS Gony,25,1,24,1,1,1
Feroz Shah Kotla,Delhi Capitals,Mohammed Siraj,48,2,19,1,1,1
Feroz Shah Kotla,Delhi Capitals,NLTC Perera,54,0.666666667,9,0,0,0
Feroz Shah Kotla,Delhi Capitals,NM Coulter-Nile,25,3,10,0,0,0
Feroz Shah Kotla,Delhi Capitals,P Amarnath,18,0,,,,
Feroz Shah Kotla,Delhi Capitals,P Awana,72,2,8.5,2,1,3
Feroz Shah Kotla,Delhi Capitals,P Kumar,172,0.8,18,0.4,0,1
Feroz Shah Kotla,Delhi Capitals,P Negi,24,3,,,,
Feroz Shah Kotla,Delhi Capitals,P Parameswaran,62,2.5,17,1,1,1
Feroz Shah Kotla,Delhi Capitals,P Sahu,32,0,,,,
Feroz Shah Kotla,Delhi Capitals,PC Valthaty,6,0,,,,
Feroz Shah Kotla,Delhi Capitals,PJ Sangwan,75,1,27.5,0.5,0,1
Feroz Shah Kotla,Delhi Capitals,PM Sarvesh Kumar,19,0,8,0,0,0
Feroz Shah Kotla,Delhi Capitals,PP Chawla,152,0.857142857,1,0,0,0
Feroz Shah Kotla,Delhi Capitals,PP Ojha,97,1.666666667,,,,
Feroz Shah Kotla,Delhi Capitals,PV Tambe,54,1,6.5,0.5,0,1
Feroz Shah Kotla,Delhi Capitals,Pankaj Singh,24,2,11,1,1,1
Feroz Shah Kotla,Delhi Capitals,R Ashwin,167,1.4,9,1,0,2
Feroz Shah Kotla,Delhi Capitals,R Bhatia,68,0.666666667,,,,
Feroz Shah Kotla,Delhi Capitals,R Dhawan,24,0,,,,
Feroz Shah Kotla,Delhi Capitals,R Rampaul,52,0,16,0,0,0
Feroz Shah Kotla,Delhi Capitals,R Sharma,80,0.333333333,,,,
Feroz Shah Kotla,Delhi Capitals,R Shukla,61,1,6,0,0,0
Feroz Shah Kotla,Delhi Capitals,R Vinay Kumar,179,0.833333333,16.66666667,0.333333333,0,1
Feroz Shah Kotla,Delhi Capitals,RA Jadeja,146,0.666666667,,,,
Feroz Shah Kotla,Delhi Capitals,RJ Harris,25,0,13,0,0,0
Feroz Shah Kotla,Delhi Capitals,RJ Peterson,24,3,,,,
Feroz Shah Kotla,Delhi Capitals,RP Singh,75,0.666666667,22,0,0,0
Feroz Shah Kotla,Delhi Capitals,RR Powar,41,1.5,17,1,1,1
Feroz Shah Kotla,Delhi Capitals,RV Gomez,12,0,,,,
Feroz Shah Kotla,Delhi Capitals,Rashid Khan,48,0,,,,
Feroz Shah Kotla,Delhi Capitals,S Aravind,25,1,23,0,0,0
Feroz Shah Kotla,Delhi Capitals,S Badree,50,0,27,0,0,0
Feroz Shah Kotla,Delhi Capitals,S Dhawan,12,1,,,,
Feroz Shah Kotla,Delhi Capitals,S Kaul,50,1,12,0,0,0
Feroz Shah Kotla,Delhi Capitals,S Narwal,25,4,19,3,3,3
Feroz Shah Kotla,Delhi Capitals,S Sreesanth,95,0.666666667,20.33333333,0.666666667,0,1
Feroz Shah Kotla,Delhi Capitals,SA Yadav,6,0,8,0,0,0
Feroz Shah Kotla,Delhi Capitals,SB Jakati,36,0,,,,
Feroz Shah Kotla,Delhi Capitals,SB Joshi,6,0,,,,
Feroz Shah Kotla,Delhi Capitals,SB Styris,25,0,,,,
Feroz Shah Kotla,Delhi Capitals,SC Ganguly,48,3,,,,
Feroz Shah Kotla,Delhi Capitals,SJ Srivastava,26,0,18,0,0,0
Feroz Shah Kotla,Delhi Capitals,SK Raina,54,0,,,,
Feroz Shah Kotla,Delhi Capitals,SK Trivedi,114,0,7,0,0,0
Feroz Shah Kotla,Delhi Capitals,SK Warne,48,0.5,,,,
Feroz Shah Kotla,Delhi Capitals,SL Malinga,174,2,11.83333333,0.833333333,0,2
Feroz Shah Kotla,Delhi Capitals,SM Boland,24,3,18,1,1,1
Feroz Shah Kotla,Delhi Capitals,SM Pollock,36,1,25,0,0,0
Feroz Shah Kotla,Delhi Capitals,SN Thakur,58,0.5,19.5,0,0,0
Feroz Shah Kotla,Delhi Capitals,SP Narine,117,2,4.4,0.4,0,1
Feroz Shah Kotla,Delhi Capitals,SR Watson,104,0.666666667,12,0.666666667,0,1
Feroz Shah Kotla,Delhi Capitals,SS Mundhe,7,1,6,1,1,1
Feroz Shah Kotla,Delhi Capitals,ST Jayasuriya,98,1.5,,,,
Feroz Shah Kotla,Delhi Capitals,STR Binny,18,0,9,0,0,0
Feroz Shah Kotla,Delhi Capitals,SW Tait,26,1,13,0,0,0
Feroz Shah Kotla,Delhi Capitals,Sandeep Sharma,111,1.25,13.5,0.5,0,1
Feroz Shah Kotla,Delhi Capitals,Shahid Afridi,6,0,,,,
Feroz Shah Kotla,Delhi Capitals,Shakib Al Hasan,24,2,5,1,1,1
Feroz Shah Kotla,Delhi Capitals,Shivam Sharma,24,0,,,,
Feroz Shah Kotla,Delhi Capitals,TG Southee,46,0,18,0,0,0
Feroz Shah Kotla,Delhi Capitals,TM Dilshan,14,0,11,0,0,0
Feroz Shah Kotla,Delhi Capitals,TM Head,36,2,,,,
Feroz Shah Kotla,Delhi Capitals,UT Yadav,95,2,10.33333333,0.333333333,0,1
Feroz Shah Kotla,Delhi Capitals,V Kohli,6,0,,,,
Feroz Shah Kotla,Delhi Capitals,V Pratap Singh,48,1,16,1,1,1
Feroz Shah Kotla,Delhi Capitals,VR Aaron,56,2,17.5,0,0,0
Feroz Shah Kotla,Delhi Capitals,VRV Singh,13,0,22,0,0,0
Feroz Shah Kotla,Delhi Capitals,WPUJC Vaas,48,1,16,1,1,1
Feroz Shah Kotla,Delhi Capitals,Washington Sundar,18,1,15,0,0,0
Feroz Shah Kotla,Delhi Capitals,Y Venugopal Rao,13,0,,,,
Feroz Shah Kotla,Delhi Capitals,YK Pathan,76,0.25,11,0,0,0
Feroz Shah Kotla,Delhi Capitals,YS Chahal,38,0,19,0,0,0
Feroz Shah Kotla,Delhi Capitals,Yuvraj Singh,43,0.333333333,,,,
Feroz Shah Kotla,Delhi Capitals,Z Khan,122,1.25,23.5,0.5,0,1
Feroz Shah Kotla,Gujarat Lions,A Mishra,30,0,,,,
Feroz Shah Kotla,Gujarat Lions,B Kumar,26,2,10,1,1,1
Feroz Shah Kotla,Gujarat Lions,BB Sran,19,0,9,0,0,0
Feroz Shah Kotla,Gujarat Lions,BCJ Cutting,18,2,,,,
Feroz Shah Kotla,Gujarat Lions,Bipul Sharma,18,2,6,0,0,0
Feroz Shah Kotla,Gujarat Lions,CH Morris,25,2,12,0,0,0
Feroz Shah Kotla,Gujarat Lions,CJ Anderson,22,1,,,,
Feroz Shah Kotla,Gujarat Lions,Imran Tahir,24,3,,,,
Feroz Shah Kotla,Gujarat Lions,JP Duminy,6,1,,,,
Feroz Shah Kotla,Gujarat Lions,K Rabada,24,3,14,2,2,2
Feroz Shah Kotla,Gujarat Lions,MC Henriques,18,0,,,,
Feroz Shah Kotla,Gujarat Lions,MN Samuels,12,0,,,,
Feroz Shah Kotla,Gujarat Lions,Mohammed Shami,18,1,15,0,0,0
Feroz Shah Kotla,Gujarat Lions,PJ Cummins,24,2,19,0,0,0
Feroz Shah Kotla,Gujarat Lions,S Nadeem,36,0,14.5,0,0,0
Feroz Shah Kotla,Gujarat Lions,TA Boult,26,1,13,1,1,1
Feroz Shah Kotla,Gujarat Lions,Z Khan,24,0,40,0,0,0
Feroz Shah Kotla,Kochi Tuskers Kerala,AB Agarkar,36,0,,,,
Feroz Shah Kotla,Kochi Tuskers Kerala,IK Pathan,54,0,25,0,0,0
Feroz Shah Kotla,Kochi Tuskers Kerala,M Morkel,42,1,19,1,1,1
Feroz Shah Kotla,Kochi Tuskers Kerala,RE van der Merwe,40,2,,,,
Feroz Shah Kotla,Kochi Tuskers Kerala,UT Yadav,16,0,23,0,0,0
Feroz Shah Kotla,Kochi Tuskers Kerala,Y Nagar,14,0,,,,
Feroz Shah Kotla,Kolkata Knight Riders,A Mishra,174,0.75,5,1,1,1
Feroz Shah Kotla,Kolkata Knight Riders,AB Agarkar,25,2,,,,
Feroz Shah Kotla,Kolkata Knight Riders,AB McDonald,50,3,25,1,1,1
Feroz Shah Kotla,Kolkata Knight Riders,AD Mathews,64,0,24,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,B Kumar,48,3,12,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,BB Sran,36,1,23,1,1,1
Feroz Shah Kotla,Kolkata Knight Riders,BCJ Cutting,36,1,,,,
Feroz Shah Kotla,Kolkata Knight Riders,Bipul Sharma,24,0,,,,
Feroz Shah Kotla,Kolkata Knight Riders,CH Morris,84,1.5,7,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,CR Brathwaite,52,3,,,,
Feroz Shah Kotla,Kolkata Knight Riders,DJ Hooda,12,0,8,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,DJ Muthuswami,36,2,10,2,2,2
Feroz Shah Kotla,Kolkata Knight Riders,DP Nannes,40,1,6,1,1,1
Feroz Shah Kotla,Kolkata Knight Riders,IK Pathan,62,0.5,11,0.5,0,1
Feroz Shah Kotla,Kolkata Knight Riders,Imran Tahir,48,1,,,,
Feroz Shah Kotla,Kolkata Knight Riders,JP Duminy,36,0,,,,
Feroz Shah Kotla,Kolkata Knight Riders,JR Hopes,27,1,,,,
Feroz Shah Kotla,Kolkata Knight Riders,LR Shukla,26,0,12,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,M Morkel,75,1,21,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,MC Henriques,36,3,,,,
Feroz Shah Kotla,Kolkata Knight Riders,Mohammed Shami,138,0,19.5,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,Mustafizur Rahman,48,0,3,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,NM Coulter-Nile,50,1,14,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,PD Collingwood,10,1,,,,
Feroz Shah Kotla,Kolkata Knight Riders,PJ Cummins,50,2,28,1,1,1
Feroz Shah Kotla,Kolkata Knight Riders,R Bhatia,50,1,,,,
Feroz Shah Kotla,Kolkata Knight Riders,S Kaul,36,0,10,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,S Nadeem,88,0,20,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,UT Yadav,133,2,9,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,VR Aaron,48,1,,,,
Feroz Shah Kotla,Kolkata Knight Riders,WD Parnell,48,2,16,0,0,0
Feroz Shah Kotla,Kolkata Knight Riders,Z Khan,92,3,16,2,2,2
Feroz Shah Kotla,Mumbai Indians,A Mishra,171,1.4,,,,
Feroz Shah Kotla,Mumbai Indians,AB Agarkar,69,0.5,,,,
Feroz Shah Kotla,Mumbai Indians,AB Dinda,24,0,8,0,0,0
Feroz Shah Kotla,Mumbai Indians,AD Mathews,24,2,10,1,1,1
Feroz Shah Kotla,Mumbai Indians,AD Russell,6,0,,,,
Feroz Shah Kotla,Mumbai Indians,AJ Finch,26,0,,,,
Feroz Shah Kotla,Mumbai Indians,B Geeves,25,1,26,0,0,0
Feroz Shah Kotla,Mumbai Indians,CH Morris,88,1.5,2,0,0,0
Feroz Shah Kotla,Mumbai Indians,CJ Anderson,13,1,,,,
Feroz Shah Kotla,Mumbai Indians,DJ Bravo,36,3,,,,
Feroz Shah Kotla,Mumbai Indians,DJ Muthuswami,24,1,7,1,1,1
Feroz Shah Kotla,Mumbai Indians,DP Nannes,26,1,19,0,0,0
Feroz Shah Kotla,Mumbai Indians,GD McGrath,25,0,14,0,0,0
Feroz Shah Kotla,Mumbai Indians,IK Pathan,114,1,12.33333333,0.666666667,0,2
Feroz Shah Kotla,Mumbai Indians,Imran Tahir,100,1.5,,,,
Feroz Shah Kotla,Mumbai Indians,JA Morkel,38,1,28,1,1,1
Feroz Shah Kotla,Mumbai Indians,JP Duminy,12,0,14,0,0,0
Feroz Shah Kotla,Mumbai Indians,K Rabada,27,1,20,0,0,0
Feroz Shah Kotla,Mumbai Indians,M Morkel,104,1.5,9,1,1,1
Feroz Shah Kotla,Mumbai Indians,MF Maharoof,55,1.5,15,0.5,0,1
Feroz Shah Kotla,Mumbai Indians,MM Sharma,44,2,28,0,0,0
Feroz Shah Kotla,Mumbai Indians,Mohammed Shami,48,0.5,18,1,1,1
Feroz Shah Kotla,Mumbai Indians,NM Coulter-Nile,54,1,17,0,0,0
Feroz Shah Kotla,Mumbai Indians,P Negi,12,0,19,0,0,0
Feroz Shah Kotla,Mumbai Indians,PJ Cummins,28,0,19,0,0,0
Feroz Shah Kotla,Mumbai Indians,PJ Sangwan,26,1,10,0,0,0
Feroz Shah Kotla,Mumbai Indians,R Ashwin,24,0,,,,
Feroz Shah Kotla,Mumbai Indians,RA Jadeja,48,3,,,,
Feroz Shah Kotla,Mumbai Indians,RE van der Merwe,72,0.5,5,1,1,1
Feroz Shah Kotla,Mumbai Indians,S Ladda,24,2,11,0,0,0
Feroz Shah Kotla,Mumbai Indians,S Nadeem,112,0.666666667,6,0,0,0
Feroz Shah Kotla,Mumbai Indians,UT Yadav,99,1.666666667,8,0.333333333,0,1
Feroz Shah Kotla,Mumbai Indians,VY Mahesh,24,5,17,0,0,0
Feroz Shah Kotla,Mumbai Indians,Z Khan,74,1,17,0,0,0
Feroz Shah Kotla,Pune Warriors,IK Pathan,25,0,11,0,0,0
Feroz Shah Kotla,Pune Warriors,KP Pietersen,15,0,,,,
Feroz Shah Kotla,Pune Warriors,M Morkel,26,3,31,1,1,1
Feroz Shah Kotla,Pune Warriors,S Nadeem,27,0,3,0,0,0
Feroz Shah Kotla,Pune Warriors,UT Yadav,24,0,7,0,0,0
Feroz Shah Kotla,Pune Warriors,V Sehwag,6,0,,,,
Feroz Shah Kotla,Pune Warriors,Y Nagar,7,0,,,,
Feroz Shah Kotla,Punjab Kings,A Mishra,139,1.6,13.5,0.5,0,1
Feroz Shah Kotla,Punjab Kings,A Nehra,60,0.5,11.5,0,0,0
Feroz Shah Kotla,Punjab Kings,AB Agarkar,62,1,,,,
Feroz Shah Kotla,Punjab Kings,AD Mathews,19,0,,,,
Feroz Shah Kotla,Punjab Kings,CH Morris,75,2,6,0.5,0,1
Feroz Shah Kotla,Punjab Kings,CJ Anderson,36,1,,,,
Feroz Shah Kotla,Punjab Kings,CR Brathwaite,24,1,14,0,0,0
Feroz Shah Kotla,Punjab Kings,DL Vettori,46,0,,,,
Feroz Shah Kotla,Punjab Kings,GD McGrath,24,1,18,1,1,1
Feroz Shah Kotla,Punjab Kings,IK Pathan,86,0.666666667,19.33333333,0.666666667,0,1
Feroz Shah Kotla,Punjab Kings,Imran Tahir,71,1.5,,,,
Feroz Shah Kotla,Punjab Kings,J Botha,48,1,5,0,0,0
Feroz Shah Kotla,Punjab Kings,J Yadav,25,1,,,,
Feroz Shah Kotla,Punjab Kings,JD Unadkat,50,0,9,0,0,0
Feroz Shah Kotla,Punjab Kings,JP Duminy,76,1.5,3,1,1,1
Feroz Shah Kotla,Punjab Kings,JR Hopes,48,1,,,,
Feroz Shah Kotla,Punjab Kings,M Morkel,76,1,18.5,0,0,0
Feroz Shah Kotla,Punjab Kings,MF Maharoof,36,0,17,0,0,0
Feroz Shah Kotla,Punjab Kings,Mohammed Shami,54,1,35,0,0,0
Feroz Shah Kotla,Punjab Kings,NM Coulter-Nile,25,4,12,1,1,1
Feroz Shah Kotla,Punjab Kings,P Negi,24,1,10,1,1,1
Feroz Shah Kotla,Punjab Kings,PD Collingwood,48,2,,,,
Feroz Shah Kotla,Punjab Kings,PJ Cummins,48,2,7,0,0,0
Feroz Shah Kotla,Punjab Kings,PJ Sangwan,14,1,12,1,1,1
Feroz Shah Kotla,Punjab Kings,R Bhatia,36,0,7,0,0,0
Feroz Shah Kotla,Punjab Kings,RE van der Merwe,48,2,6,2,2,2
Feroz Shah Kotla,Punjab Kings,S Nadeem,24,2,13,2,2,2
Feroz Shah Kotla,Punjab Kings,UT Yadav,61,2,5,0,0,0
Feroz Shah Kotla,Punjab Kings,V Sehwag,26,0,22,0,0,0
Feroz Shah Kotla,Punjab Kings,VR Aaron,72,1.5,11,2,2,2
Feroz Shah Kotla,Punjab Kings,WD Parnell,50,0,22,0,0,0
Feroz Shah Kotla,Punjab Kings,Y Nagar,12,0,,,,
Feroz Shah Kotla,Punjab Kings,Y Venugopal Rao,6,0,13,0,0,0
Feroz Shah Kotla,Punjab Kings,Z Khan,96,1,11,0.666666667,0,2
Feroz Shah Kotla,Rajasthan Royals,A Mishra,152,2.333333333,11,1,1,1
Feroz Shah Kotla,Rajasthan Royals,A Nehra,25,2,16,0,0,0
Feroz Shah Kotla,Rajasthan Royals,AB Agarkar,50,0,,,,
Feroz Shah Kotla,Rajasthan Royals,AB McDonald,24,0,9,0,0,0
Feroz Shah Kotla,Rajasthan Royals,AD Mathews,50,1,2,1,1,1
Feroz Shah Kotla,Rajasthan Royals,AD Russell,19,0,9,0,0,0
Feroz Shah Kotla,Rajasthan Royals,B Geeves,24,1,24,1,1,1
Feroz Shah Kotla,Rajasthan Royals,DJG Sammy,40,2,,,,
Feroz Shah Kotla,Rajasthan Royals,DL Vettori,24,1,,,,
Feroz Shah Kotla,Rajasthan Royals,DW Steyn,52,1,10,0,0,0
Feroz Shah Kotla,Rajasthan Royals,GD McGrath,25,1,13,1,1,1
Feroz Shah Kotla,Rajasthan Royals,I Sharma,36,1,31,1,1,1
Feroz Shah Kotla,Rajasthan Royals,IK Pathan,76,0.5,9.5,0,0,0
Feroz Shah Kotla,Rajasthan Royals,Imran Tahir,50,4,,,,
Feroz Shah Kotla,Rajasthan Royals,J Botha,6,0,,,,
Feroz Shah Kotla,Rajasthan Royals,JD Unadkat,80,0,10.5,0,0,0
Feroz Shah Kotla,Rajasthan Royals,KV Sharma,24,1,,,,
Feroz Shah Kotla,Rajasthan Royals,M Morkel,48,1,12,0,0,0
Feroz Shah Kotla,Rajasthan Royals,MF Maharoof,60,2.5,8,1.5,0,3
Feroz Shah Kotla,Rajasthan Royals,Mohammed Shami,48,1,13,0,0,0
Feroz Shah Kotla,Rajasthan Royals,NLTC Perera,36,0,3,0,0,0
Feroz Shah Kotla,Rajasthan Royals,NM Coulter-Nile,50,0,25,0,0,0
Feroz Shah Kotla,Rajasthan Royals,PD Collingwood,12,1,,,,
Feroz Shah Kotla,Rajasthan Royals,R Bhatia,25,3,,,,
Feroz Shah Kotla,Rajasthan Royals,R Sharma,36,0,,,,
Feroz Shah Kotla,Rajasthan Royals,S Ladda,50,1,,,,
Feroz Shah Kotla,Rajasthan Royals,S Nadeem,120,0.666666667,6.5,0,0,0
Feroz Shah Kotla,Rajasthan Royals,UT Yadav,110,1.666666667,9,0.333333333,0,1
Feroz Shah Kotla,Rajasthan Royals,V Sehwag,8,1,,,,
Feroz Shah Kotla,Rajasthan Royals,WD Parnell,52,1,14,1,1,1
Feroz Shah Kotla,Rajasthan Royals,Yuvraj Singh,12,0,,,,
Feroz Shah Kotla,Rising Pune Supergiant,A Mishra,92,0.5,,,,
Feroz Shah Kotla,Rising Pune Supergiant,CJ Anderson,12,0,,,,
Feroz Shah Kotla,Rising Pune Supergiant,CR Brathwaite,24,0,7,0,0,0
Feroz Shah Kotla,Rising Pune Supergiant,Imran Tahir,50,2,,,,
Feroz Shah Kotla,Rising Pune Supergiant,J Yadav,48,0,19,0,0,0
Feroz Shah Kotla,Rising Pune Supergiant,JP Duminy,12,0,,,,
Feroz Shah Kotla,Rising Pune Supergiant,MN Samuels,12,0,,,,
Feroz Shah Kotla,Rising Pune Supergiant,Mohammed Shami,94,1,22,0,0,0
