venue,bowling_team,batsmen,strikerate_20,avg_runs_20,min_runs_20,max_runs_20,avg_wickets_20,min_wickets_20,max_wickets_20,avg_runs_6,min_runs_6,max_runs_6,avg_wickets_6,min_wickets_6,max_wickets_6
Dubai International Cricket Stadium,Kolkata Knight Riders,RD Gaikwad,130.96,72,72,72,1,1,1,26,26,26,0,0,0
Dubai International Cricket Stadium,Kolkata Knight Riders,RV Uthappa,80,4,2,6,1,1,1,3.5,1,6,0.5,0,1
Dubai International Cricket Stadium,Kolkata Knight Riders,S Gopal,90.38,14,5,23,0.5,0,1,,,,,,
Dubai International Cricket Stadium,Kolkata Knight Riders,SM Curran,92.84,13,13,13,0,0,0,,,,,,
Dubai International Cricket Stadium,Kolkata Knight Riders,SPD Smith,63.63,3.5,3,4,1,1,1,3.5,3,4,1,1,1
Dubai International Cricket Stadium,Kolkata Knight Riders,SR Watson,73.67,14,14,14,1,1,1,13,13,13,0,0,0
Dubai International Cricket Stadium,Kolkata Knight Riders,SV Samson,69.22,4.5,1,8,1,1,1,4.5,1,8,1,1,1
Dubai International Cricket Stadium,Kolkata Knight Riders,TK Curran,150.07,54,54,54,0,0,0,,,,,,
Dubai International Cricket Stadium,Kolkata Knight Riders,VR Aaron,0,0,0,0,0,0,0,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,AB de Villiers,139.54,53,45,61,0,0,0,6.5,6,7,0,0,0
Dubai International Cricket Stadium,Mumbai Indians,AJ Finch,133.28,34,16,52,1,1,1,28,16,40,0.5,0,1
Dubai International Cricket Stadium,Mumbai Indians,AM Rahane,28.58,1,0,2,1,1,1,1,0,2,1,1,1
Dubai International Cricket Stadium,Mumbai Indians,AR Patel,118.67,25.5,9,42,1,1,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,BB McCullum,131.45,71,71,71,0,0,0,26,26,26,0,0,0
Dubai International Cricket Stadium,Mumbai Indians,CH Gayle,124,31,31,31,1,1,1,14,14,14,0,0,0
Dubai International Cricket Stadium,Mumbai Indians,CJ Jordan,162.5,13,13,13,1,1,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,D Padikkal,128.54,54,54,54,1,1,1,14,14,14,0,0,0
Dubai International Cricket Stadium,Mumbai Indians,DA Warner,122.69,65,65,65,1,1,1,1,1,1,0,0,0
Dubai International Cricket Stadium,Mumbai Indians,DJ Hooda,141.14,24,24,24,0,0,0,1,1,1,0,0,0
Dubai International Cricket Stadium,Mumbai Indians,DJG Sammy,166.67,10,10,10,1,1,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,DR Sams,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,DR Smith,131.83,29,29,29,1,1,1,23,23,23,0,0,0
Dubai International Cricket Stadium,Mumbai Indians,F du Plessis,76.95,20,20,20,1,1,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,GJ Maxwell,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,HV Patel,50,5,5,5,1,1,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,IK Pathan,100,1,1,1,0,0,0,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,K Rabada,108,13.5,12,15,0.5,0,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,KL Rahul,130.84,63.5,46,81,1.5,1,2,26.5,17,36,0.5,0,1
Dubai International Cricket Stadium,Mumbai Indians,MA Agarwal,158.32,19,19,19,1,1,1,19,19,19,1,1,1
Dubai International Cricket Stadium,Mumbai Indians,MP Stoinis,128.79,22.33333333,0,65,1,1,1,8.5,0,17,0.5,0,1
Dubai International Cricket Stadium,Mumbai Indians,MS Dhoni,127.27,14,14,14,0,0,0,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,N Pooran,184.6,24,24,24,2,2,2,0,0,0,1,1,1
Dubai International Cricket Stadium,Mumbai Indians,NJ Maddinson,150,12,12,12,1,1,1,12,12,12,1,1,1
Dubai International Cricket Stadium,Mumbai Indians,NV Ojha,250,10,10,10,0,0,0,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,P Dubey,53.83,7,7,7,0,0,0,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,PA Patel,123.87,57,57,57,0,0,0,11,11,11,0,0,0
Dubai International Cricket Stadium,Mumbai Indians,PP Shaw,76.92,5,0,10,1,1,1,5,0,10,1,1,1
Dubai International Cricket Stadium,Mumbai Indians,R Ashwin,133.33,12,12,12,1,1,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,RR Pant,109.6,26.66666667,3,56,1,1,1,2.666666667,1,5,0,0,0
Dubai International Cricket Stadium,Mumbai Indians,S Dhawan,91.31,5.25,0,15,1,1,1,5.25,0,15,1,1,1
Dubai International Cricket Stadium,Mumbai Indians,S Dube,270,27,27,27,0,0,0,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,SK Raina,25,1,1,1,1,1,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,SO Hetmyer,88.9,8,5,11,1,1,1,,,,,,
Dubai International Cricket Stadium,Mumbai Indians,SS Iyer,114.45,34,12,65,1,1,1,13.33333333,9,19,0.333333333,0,1
Dubai International Cricket Stadium,Mumbai Indians,V Kohli,53.35,4,0,8,1,1,1,2.5,0,5,0.5,0,1
Dubai International Cricket Stadium,Mumbai Indians,Yuvraj Singh,0,0,0,0,1,1,1,0,0,0,1,1,1
Dubai International Cricket Stadium,Punjab Kings,A Nortje,300,3,3,3,0,0,0,,,,,,
Dubai International Cricket Stadium,Punjab Kings,AB Dinda,40,2,2,2,0,0,0,,,,,,
Dubai International Cricket Stadium,Punjab Kings,AB de Villiers,128.6,22.5,17,28,1,1,1,15.5,10,21,0,0,0
Dubai International Cricket Stadium,Punjab Kings,AJ Finch,86.97,20,20,20,1,1,1,11,11,11,0,0,0
Dubai International Cricket Stadium,Punjab Kings,AR Patel,66.66,6,6,6,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,Abdul Samad,124.98,7.5,7,8,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,Abhishek Sharma,200.01,12,12,12,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,CH Gayle,285.7,20,20,20,1,1,1,20,20,20,1,1,1
Dubai International Cricket Stadium,Punjab Kings,D Padikkal,50,1,1,1,1,1,1,1,1,1,1,1,1
Dubai International Cricket Stadium,Punjab Kings,DA Warner,138.13,43.5,35,52,1,1,1,28.5,26,31,0,0,0
Dubai International Cricket Stadium,Punjab Kings,DW Steyn,50,1,1,1,0,0,0,,,,,,
Dubai International Cricket Stadium,Punjab Kings,F du Plessis,158.22,87,87,87,0,0,0,32,32,32,0,0,0
Dubai International Cricket Stadium,Punjab Kings,HH Pandya,150.01,9,9,9,1,1,1,1,1,1,0,0,0
Dubai International Cricket Stadium,Punjab Kings,Ishan Kishan,100.01,7,7,7,1,1,1,7,7,7,1,1,1
Dubai International Cricket Stadium,Punjab Kings,JA Morkel,107.14,15,15,15,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,JM Bairstow,148.67,58,19,97,1,1,1,22.5,19,26,0,0,0
Dubai International Cricket Stadium,Punjab Kings,JO Holder,62.5,5,5,5,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,JR Philippe,0,0,0,0,1,1,1,0,0,0,1,1,1
Dubai International Cricket Stadium,Punjab Kings,KA Pollard,233.34,42,42,42,1,1,1,8,8,8,1,1,1
Dubai International Cricket Stadium,Punjab Kings,KH Pandya,113.28,34,34,34,1,1,1,1,1,1,0,0,0
Dubai International Cricket Stadium,Punjab Kings,KK Ahmed,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,KS Williamson,200,20,20,20,0,0,0,,,,,,
Dubai International Cricket Stadium,Punjab Kings,MA Starc,47.04,8,8,8,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,MK Pandey,49.92,8,1,15,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,MP Stoinis,182.31,31,9,53,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,NA Saini,85.72,6,6,6,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,NM Coulter-Nile,199.99,24,24,24,0,0,0,,,,,,
Dubai International Cricket Stadium,Punjab Kings,PA Patel,28.58,2,2,2,1,1,1,2,2,2,1,1,1
Dubai International Cricket Stadium,Punjab Kings,PK Garg,50.01,1.5,0,3,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,PP Shaw,54.56,6,5,7,1,1,1,6,5,7,1,1,1
Dubai International Cricket Stadium,Punjab Kings,Q de Kock,119.21,56,56,56,2,2,2,27,27,27,1,1,1
Dubai International Cricket Stadium,Punjab Kings,R Ashwin,66.67,4,4,4,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,RG Sharma,99.99,11,11,11,1,1,1,11,11,11,1,1,1
Dubai International Cricket Stadium,Punjab Kings,RR Pant,85.49,23.5,14,33,1,1,1,7,7,7,0,0,0
Dubai International Cricket Stadium,Punjab Kings,Rashid Khan,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,S Dhawan,168.3,53,0,106,0.5,0,1,17.5,0,35,0.5,0,1
Dubai International Cricket Stadium,Punjab Kings,S Dube,99.99,12,12,12,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,SA Yadav,0,0,0,0,1,1,1,0,0,0,1,1,1
Dubai International Cricket Stadium,Punjab Kings,SO Hetmyer,89.46,8.5,7,10,1,1,1,7,7,7,1,1,1
Dubai International Cricket Stadium,Punjab Kings,SR Watson,143.04,83,83,83,0,0,0,22,22,22,0,0,0
Dubai International Cricket Stadium,Punjab Kings,SS Iyer,117.71,26.5,14,39,1,1,1,6.5,4,9,0,0,0
Dubai International Cricket Stadium,Punjab Kings,Sandeep Sharma,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,UT Yadav,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,V Kohli,71.43,2.5,1,4,1,1,1,2.5,1,4,1,1,1
Dubai International Cricket Stadium,Punjab Kings,V Shankar,92.86,26,26,26,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,VR Aaron,73.35,11,11,11,0,0,0,,,,,,
Dubai International Cricket Stadium,Punjab Kings,Washington Sundar,107.13,30,30,30,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,YS Chahal,25,1,1,1,1,1,1,,,,,,
Dubai International Cricket Stadium,Punjab Kings,YV Takawale,0,0,0,0,1,1,1,0,0,0,1,1,1
Dubai International Cricket Stadium,Punjab Kings,Yuvraj Singh,109.3,35,35,35,1,1,1,8,8,8,0,0,0
Dubai International Cricket Stadium,Rajasthan Royals,AB de Villiers,239.17,55,55,55,0,0,0,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,AD Russell,188.5,24.5,24,25,1,1,1,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,AJ Finch,116.67,14,14,14,1,1,1,14,14,14,1,1,1
Dubai International Cricket Stadium,Rajasthan Royals,AM Rahane,18.18,2,2,2,1,1,1,2,2,2,1,1,1
Dubai International Cricket Stadium,Rajasthan Royals,AR Patel,175,7,7,7,1,1,1,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,AT Carey,107.67,14,14,14,1,1,1,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,BB McCullum,54.54,6,6,6,1,1,1,6,6,6,1,1,1
Dubai International Cricket Stadium,Rajasthan Royals,D Padikkal,83.3,35,35,35,1,1,1,19,19,19,0,0,0
Dubai International Cricket Stadium,Rajasthan Royals,DA Warner,123.78,26,4,48,1,1,1,6,4,8,0.5,0,1
Dubai International Cricket Stadium,Rajasthan Royals,DR Smith,178.59,50,50,50,1,1,1,44,44,44,0,0,0
Dubai International Cricket Stadium,Rajasthan Royals,EJG Morgan,159.34,51,34,68,0,0,0,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,F du Plessis,77.77,7,7,7,0,0,0,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,Gurkeerat Singh,99.98,19,19,19,0,0,0,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,JM Bairstow,96.27,13,10,16,1,1,1,13,10,16,1,1,1
Dubai International Cricket Stadium,Rajasthan Royals,KD Karthik,25,0.5,0,1,1,1,1,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,KL Nagarkoti,150.02,4.5,1,8,0,0,0,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,KS Williamson,169.2,22,22,22,0,0,0,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,M Manhas,90.9,10,10,10,1,1,1,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,MK Pandey,145.6,68.5,54,83,0.5,0,1,20.5,2,39,0,0,0
Dubai International Cricket Stadium,Rajasthan Royals,MP Stoinis,90,18,18,18,1,1,1,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,MS Dhoni,62.5,5,5,5,2,2,2,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,N Rana,122.23,11,0,22,1,1,1,2,0,4,0.5,0,1
Dubai International Cricket Stadium,Rajasthan Royals,PJ Cummins,128.54,13.5,12,15,1,1,1,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,PK Garg,187.5,15,15,15,1,1,1,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,PP Shaw,0,0,0,0,1,1,1,0,0,0,1,1,1
Dubai International Cricket Stadium,Rajasthan Royals,R Ashwin,56.25,9,9,9,0,0,0,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,RA Jadeja,102.88,36,36,36,0,0,0,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,RA Tripathi,111.46,39,39,39,1,1,1,20,20,20,0,0,0
Dubai International Cricket Stadium,Rajasthan Royals,S Dhawan,167.6,57,57,57,1,1,1,30,30,30,0,0,0
Dubai International Cricket Stadium,Rajasthan Royals,SK Raina,44.44,4,4,4,1,1,1,,,,,,
Dubai International Cricket Stadium,Rajasthan Royals,SP Narine,88.23,7.5,0,15,1,1,1,15,15,15,1,1,1
Dubai International Cricket Stadium,Rajasthan Royals,SS Iyer,117.71,53,53,53,1,1,1,10,10,10,0,0,0
Dubai International Cricket Stadium,Rajasthan Royals,Shubman Gill,140.57,41.5,36,47,1,1,1,26,19,33,0,0,0
Dubai International Cricket Stadium,Rajasthan Royals,V Kohli,126.44,43,43,43,1,1,1,11,11,11,0,0,0
Dubai International Cricket Stadium,Rajasthan Royals,V Shankar,98.19,52,52,52,0,0,0,2,2,2,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,AP Tare,85,17,17,17,1,1,1,16,16,16,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,AT Rayudu,109.25,38.66666667,35,42,1,1,1,5.5,2,9,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,Abhishek Sharma,175,7,7,7,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,B Kumar,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,BA Stokes,71.42,15,15,15,1,1,1,15,15,15,1,1,1
Dubai International Cricket Stadium,Royal Challengers Bangalore,CA Pujara,50,10,10,10,1,1,1,10,10,10,1,1,1
Dubai International Cricket Stadium,Royal Challengers Bangalore,CJ Anderson,90,18,18,18,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,DA Miller,118.2,26,26,26,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,DA Warner,100,6,6,6,0,0,0,6,6,6,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,DJ Bravo,140,7,7,7,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,DL Chahar,100,5,5,5,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,F du Plessis,137.52,16.5,8,25,1,1,1,16.5,8,25,1,1,1
Dubai International Cricket Stadium,Royal Challengers Bangalore,GJ Bailey,100,16,16,16,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,GJ Maxwell,91.66,5.5,5,6,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,HH Pandya,106.7,16,16,16,1,1,1,1,1,1,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,Harbhajan Singh,100,8,8,8,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,Ishan Kishan,165.09,99,99,99,1,1,1,15,15,15,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,JC Archer,50,2,2,2,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,JC Buttler,88.85,24,24,24,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,JJ Bumrah,100,1,1,1,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,JM Bairstow,132.59,61,61,61,2,2,2,20,20,20,1,1,1
Dubai International Cricket Stadium,Royal Challengers Bangalore,KA Pollard,183.77,34,3,65,1,1,1,5,5,5,1,1,1
Dubai International Cricket Stadium,Royal Challengers Bangalore,KK Nair,187.5,15,15,15,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,KL Rahul,188.55,132,132,132,0,0,0,23,23,23,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,MA Agarwal,118.21,26,26,26,1,1,1,25,25,25,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,MEK Hussey,106.68,16,16,16,1,1,1,16,16,16,1,1,1
Dubai International Cricket Stadium,Royal Challengers Bangalore,MK Pandey,103.02,34,34,34,1,1,1,20,20,20,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,MP Stoinis,182.77,53,53,53,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,MR Marsh,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,MS Dhoni,107.36,14.5,10,19,0.5,0,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,N Jagadeesan,109.95,33,33,33,1,1,1,1,1,1,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,N Pooran,89.45,17,17,17,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,PK Garg,92.29,12,12,12,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,PP Ojha,20,1,1,1,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,PP Shaw,182.63,42,42,42,1,1,1,42,42,42,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,Q de Kock,87.5,14,14,14,1,1,1,11,11,11,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,R Dhawan,104.57,23,23,23,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,R Tewatia,172.72,19,19,19,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,RA Jadeja,116.68,7,7,7,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,RD Gaikwad,124.94,65,65,65,0,0,0,23,23,23,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,RG Sharma,76.91,5,2,8,1,1,1,8,8,8,1,1,1
Dubai International Cricket Stadium,Royal Challengers Bangalore,RR Pant,142.34,37,37,37,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,RV Uthappa,170.87,41,41,41,1,1,1,32,32,32,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,Rashid Khan,100.01,6,6,6,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,S Dhawan,114.27,32,32,32,1,1,1,20,20,20,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,SA Yadav,0,0,0,0,1,1,1,0,0,0,1,1,1
Dubai International Cricket Stadium,Royal Challengers Bangalore,SL Malinga,50,2,2,2,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,SM Curran,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,SN Thakur,100,1,1,1,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,SO Hetmyer,157.15,11,11,11,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,SPD Smith,158.39,57,57,57,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,SR Watson,77.78,14,14,14,1,1,1,14,14,14,1,1,1
Dubai International Cricket Stadium,Royal Challengers Bangalore,SS Iyer,84.6,11,11,11,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,SV Samson,150.01,9,9,9,1,1,1,1,1,1,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,Sandeep Sharma,150.01,9,9,9,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,T Natarajan,75,3,3,3,0,0,0,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,V Sehwag,118.47,32,32,32,1,1,1,19,19,19,0,0,0
Dubai International Cricket Stadium,Royal Challengers Bangalore,V Shankar,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Royal Challengers Bangalore,WP Saha,33.34,2,2,2,1,1,1,2,2,2,1,1,1
Dubai International Cricket Stadium,Royal Challengers Bangalore,Z Khan,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,A Nortje,33.33,1,1,1,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,AB de Villiers,169.94,51,51,51,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,AJ Finch,107.36,29,29,29,1,1,1,12,12,12,0,0,0
Dubai International Cricket Stadium,Sunrisers Hyderabad,AM Rahane,123.8,26,26,26,1,1,1,26,26,26,0,0,0
Dubai International Cricket Stadium,Sunrisers Hyderabad,AP Tare,140,7,7,7,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,AR Patel,25,1,1,1,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,AT Rayudu,118.33,28,8,41,1,1,1,7.666666667,7,8,0.333333333,0,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,Arshdeep Singh,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,BA Stokes,89.7,17.5,5,30,1.5,1,2,10,5,15,1,1,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,BR Dunk,111.11,20,20,20,1,1,1,20,20,20,1,1,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,CH Gayle,95.23,20,20,20,1,1,1,8,8,8,0,0,0
Dubai International Cricket Stadium,Sunrisers Hyderabad,CJ Anderson,11.11,1,1,1,1,1,1,1,1,1,1,1,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,CJ Jordan,50,7,7,7,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,CM Gautam,80,4,4,4,0,0,0,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,D Padikkal,127.25,56,56,56,1,1,1,37,37,37,0,0,0
Dubai International Cricket Stadium,Sunrisers Hyderabad,DJ Bravo,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,DJ Hooda,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,DL Chahar,100,2,2,2,0,0,0,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,F du Plessis,100.01,11,0,22,0.5,0,1,11,0,22,0.5,0,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,GJ Maxwell,73.12,9.5,7,12,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,Harbhajan Singh,25,1,1,1,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,JC Archer,200,16,16,16,0,0,0,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,JC Buttler,100,12.5,9,16,1.5,1,2,16,16,16,2,2,2
Dubai International Cricket Stadium,Sunrisers Hyderabad,JP Duminy,285.71,20,20,20,0,0,0,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,JR Philippe,50,1,1,1,0,0,0,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,K Rabada,42.87,3,3,3,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,KA Pollard,156,78,78,78,1,1,1,1,1,1,0,0,0
Dubai International Cricket Stadium,Sunrisers Hyderabad,KD Karthik,107.13,15,15,15,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,KL Rahul,88.44,19,11,27,1,1,1,16,11,21,0,0,0
Dubai International Cricket Stadium,Sunrisers Hyderabad,KM Jadhav,30,3,3,3,2,2,2,1,1,1,1,1,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,KP Pietersen,94.1,16,16,16,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,M Ashwin,100,4,4,4,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,M Vijay,126.87,52,52,52,1,1,1,18,18,18,0,0,0
Dubai International Cricket Stadium,Sunrisers Hyderabad,MA Agarwal,150,9,9,9,1,1,1,9,9,9,1,1,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,MK Tiwary,176.9,23,23,23,0,0,0,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,MP Stoinis,71.43,5,5,5,1,1,1,5,5,5,1,1,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,MS Dhoni,136,34,21,47,0.5,0,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,Mandeep Singh,109.5,11.5,6,17,1,1,1,17,17,17,1,1,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,Mohammed Shami,0,0,0,0,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,Mujeeb Ur Rahman,33.33,1,1,1,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,N Pooran,165.27,54.5,32,77,0.5,0,1,13,13,13,0,0,0
Dubai International Cricket Stadium,Sunrisers Hyderabad,P Simran Singh,137.5,11,11,11,1,1,1,11,11,11,1,1,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,Q de Kock,154.88,48,48,48,1,1,1,23,23,23,0,0,0
Dubai International Cricket Stadium,Sunrisers Hyderabad,R Ashwin,140,7,7,7,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,R Parag,151.25,31,20,42,0.5,0,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,R Tewatia,151.65,23.5,2,45,0,0,0,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,RA Jadeja,159.64,37.5,25,50,0.5,0,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,RG Sharma,20,1,1,1,1,1,1,1,1,1,1,1,1
Dubai International Cricket Stadium,Sunrisers Hyderabad,RR Pant,97.27,36,36,36,1,1,1,,,,,,
Dubai International Cricket Stadium,Sunrisers Hyderabad,RV Uthappa,132.14,18.5,18,19,0.5,0,1,14.5,10,19,0,0,0
Dubai International Cricket Stadium,Sunrisers Hyderabad,Ravi Bishnoi,85.72,6,6,6,0,0,0,,,,,,
